"cmsnet_9_terms","term_id","bigint"
"cmsnet_9_wc_download_log","download_log_id","bigint"
"cmsnet_9_wc_product_meta_lookup","product_id","bigint"
"cmsnet_9_wc_webhooks","webhook_id","bigint"
"cmsnet_9_woocommerce_api_keys","key_id","bigint"
"cmsnet_9_woocommerce_attribute_taxonomies","attribute_id","bigint"
"cmsnet_9_woocommerce_downloadable_product_permissions","permission_id","bigint"
"cmsnet_9_woocommerce_ir","id","int"
"cmsnet_9_woocommerce_log","log_id","bigint"
"cmsnet_9_woocommerce_order_itemmeta","meta_id","bigint"
"cmsnet_9_woocommerce_order_items","order_item_id","bigint"
"cmsnet_9_woocommerce_payment_tokenmeta","meta_id","bigint"
"cmsnet_9_woocommerce_payment_tokens","token_id","bigint"
"cmsnet_9_woocommerce_sessions","session_id","bigint"
"cmsnet_9_woocommerce_shipping_zone_locations","location_id","bigint"
"cmsnet_9_woocommerce_shipping_zone_methods","instance_id","bigint"
"cmsnet_9_woocommerce_shipping_zones","zone_id","bigint"
"cmsnet_9_woocommerce_tax_rate_locations","location_id","bigint"
"cmsnet_9_woocommerce_tax_rates","tax_rate_id","bigint"
"cmsnet_blog_versions","blog_id","bigint"
"cmsnet_blogmeta","meta_id","bigint"
"cmsnet_blogs","blog_id","bigint"
"cmsnet_commentmeta","meta_id","bigint"
"cmsnet_comments","comment_ID","bigint"
"cmsnet_links","link_id","bigint"
"cmsnet_postmeta","meta_id","bigint"
"cmsnet_posts","ID","bigint"
"cmsnet_registration_log","ID","bigint"
"cmsnet_signups","signup_id","bigint"
"cmsnet_site","id","bigint"
"cmsnet_statistics_exclusions","ID","int"
"cmsnet_statistics_historical","ID","bigint"
"cmsnet_statistics_pages","uri","varchar"
"cmsnet_statistics_pages","date","date"
"cmsnet_statistics_search","ID","bigint"
"cmsnet_statistics_useronline","ID","int"
"cmsnet_statistics_visit","last_counter","date"
"cmsnet_term_relationships","object_id","bigint"
"cmsnet_term_relationships","term_taxonomy_id","bigint"
"cmsnet_termmeta","meta_id","bigint"
"cmsnet_wc_download_log","download_log_id","bigint"
"cmsnet_wc_webhooks","webhook_id","bigint"
"cmsnet_woocommerce_api_keys","key_id","bigint"
"cmsnet_woocommerce_attribute_taxonomies","attribute_id","bigint"
"cmsnet_woocommerce_downloadable_product_permissions","permission_id","bigint"
"cmsnet_woocommerce_log","log_id","bigint"
"cmsnet_woocommerce_order_itemmeta","meta_id","bigint"
"cmsnet_woocommerce_order_items","order_item_id","bigint"
"cmsnet_woocommerce_payment_tokenmeta","meta_id","bigint"
"cmsnet_woocommerce_payment_tokens","token_id","bigint"
"cmsnet_woocommerce_sessions","session_key","char"
"cmsnet_woocommerce_shipping_zone_locations","location_id","bigint"
"cmsnet_woocommerce_shipping_zone_methods","instance_id","bigint"
"cmsnet_woocommerce_shipping_zones","zone_id","bigint"
"cmsnet_woocommerce_tax_rate_locations","location_id","bigint"
"cmsnet_woocommerce_tax_rates","tax_rate_id","bigint"
